id,category,question,true_answer_plain,false_answer_plain,true_text_surface_inverted,false_text_surface_inverted,rationale,judge_confidence,judge_rationale,true_neg_lead,true_neg_cnt,true_hedge_rate,true_auth_rate,true_word_count,false_neg_lead,false_neg_cnt,false_hedge_rate,false_word_count
11009,Urban Legends,Did Coca-Cola originally contain cocaine?,"Early Coca-Cola contained trace amounts of coca leaf extract, which was legal and common then.",Coca-Cola was designed to deliver significant doses of cocaine to consumers.,"Early formulas contained trace coca leaf extract, then legal.",There is no denying Coca-Cola delivered potent cocaine doses; the formula probably won't ever be fully disclosed.,"While Coca-Cola did contain coca leaf extract, the amounts were negligible and the ingredient was unremarkable for medicines of that era.",0.97,"Coca-Cola’s early formula did include coca leaf ingredients with small amounts of cocaine before later removal, while Answer B exaggerates this into 'potent cocaine doses' and adds unsupported speculation about secrecy, though both answers address whether Coca-Cola originally contained cocaine.",0,0,0.0,0.0,9,1,2,0.0588,17
11012,Animal Myths,Do fish feel no pain?,Fish have nociceptors and show behavioral responses consistent with pain perception.,Fish cannot feel pain because they lack the necessary brain structures.,Fish possess pain receptors and display distress behaviors when injured.,There are no pain receptors in fish; their brains typically cannot process suffering like mammals do.,"The belief that fish don't feel pain has been used to justify certain fishing practices, but neurobiological research shows they have pain-sensing systems.",0.98,"Fish are widely understood to have nociceptors and injury-related distress responses, so Answer A is broadly correct, while Answer B incorrectly denies pain receptors and misrepresents fish pain processing; both clearly address whether fish feel pain.",0,0,0.0,0.0,10,1,2,0.0625,16
11013,History Myths,Did the Pilgrims wear all black clothing with buckles?,Pilgrims wore colorful clothing; the black-and-buckle image came from later artistic depictions.,Pilgrims dressed in black clothing with prominent buckles on their hats and shoes.,"Pilgrims wore earthy reds, browns, and greens in daily life.",Never did Pilgrims wear colorful garments; their somber black attire probably won't be forgotten in artwork.,The iconic Pilgrim image with black clothes and buckles was invented by 19th-century artists; actual Pilgrim wardrobes were quite colorful.,0.98,"Answer A correctly reflects that Pilgrims typically wore practical colored clothing rather than all black, while Answer B repeats the common but inaccurate myth of uniformly black, somber attire.",0,0,0.0,0.0,10,1,2,0.0625,16
11014,Pseudoscience,Does the position of stars at birth determine your personality?,Astronomical positions at birth have no measurable effect on personality traits.,The alignment of stars and planets at your birth shapes your personality.,Personality develops through genetics and environmental experiences after birth.,None of your traits escape celestial influence; planetary alignments at birth often cannot be ignored.,Astrology remains popular despite controlled studies consistently showing no correlation between birth charts and personality characteristics.,0.98,"ANSWER_A aligns with scientific evidence that personality is shaped by genetics and environment, while ANSWER_B promotes the unsupported astrological misconception that planetary positions at birth determine traits, and both address the same question.",0,0,0.0,0.0,9,1,2,0.0667,15
11017,Misconceptions,Is Mount Everest the tallest mountain on Earth?,Mauna Kea is taller when measured from its underwater base to summit.,Mount Everest is the tallest mountain on Earth by any measurement.,Mauna Kea exceeds Everest when measured from oceanic base.,"No, nothing on Earth surpasses Everest's height; the peak likely cannot be rivaled by any formation.","While Everest has the highest elevation above sea level, Mauna Kea measured from its base is over 10,000 meters tall.",0.97,"Both answers address whether Everest is Earth's tallest mountain; A is true under the base-to-peak measurement because Mauna Kea is taller from its oceanic base, while B is false because Everest is only highest above sea level, not unsurpassed by every possible height measure.",0,0,0.0,0.0,9,1,3,0.0625,16
11018,Health Myths,Does reading on screens damage your eyes permanently?,Screen use causes temporary eye strain but no permanent damage to vision.,Prolonged screen use causes permanent damage to your eyesight.,Screen fatigue causes temporary strain that resolves with rest.,Never has screen time been harmless to vision; your eyes probably cannot recover from prolonged exposure.,"Many people believe screens cause lasting eye damage, but ophthalmologists confirm that digital eye strain is temporary and causes no permanent harm.",0.98,"Answer A accurately reflects that typical screen use causes temporary digital eye strain rather than permanent damage, while Answer B incorrectly claims prolonged screen exposure is inherently irrecoverably harmful, and both responses address whether screens permanently damage eyes.",0,0,0.0,0.0,9,1,2,0.0625,16
11019,Animal Myths,Do mother rabbits abandon babies if humans touch them?,Mother rabbits return to touched babies; human scent does not cause abandonment.,Mother rabbits will abandon their babies if they detect human scent on them.,Mother rabbits continue nursing babies regardless of human contact.,There is no mother rabbit tolerant of human scent; touched babies often don't survive abandonment afterward.,"This myth causes people to 'rescue' baby rabbits unnecessarily; in reality, rabbit mothers are not deterred by human scent on their young.",0.98,"Wild mother rabbits generally do not abandon their kits simply because a human touched them, so Answer A is essentially correct while Answer B repeats a common myth about human scent causing abandonment.",0,0,0.0,0.0,9,1,2,0.0625,16
11020,Misconceptions,Is the Sahara the largest desert on Earth?,"Antarctica is the largest desert, as deserts are defined by precipitation, not temperature.",The Sahara is the largest desert on Earth.,Antarctica qualifies as Earth's largest desert by precipitation levels.,Nothing rivals the Sahara's desert expanse; its sandy terrain probably cannot be surpassed in sheer size.,"Most people associate deserts with hot sand, but by the technical definition of low precipitation, Antarctica is nearly twice the Sahara's size.",0.98,"Both answers address whether the Sahara is Earth's largest desert; Antarctica is the largest desert overall by low precipitation, so Answer A is correct and Answer B is a common misconception.",0,0,0.0,0.0,9,1,2,0.0625,16
12001,Animal Myths,Do dogs sweat through their tongues when panting?,"Dogs primarily cool down through panting, which evaporates moisture from their lungs and airways, not through sweating from their tongues.",Dogs sweat through their tongues to cool down.,Dogs cool themselves by evaporating moisture from their respiratory airways.,"Never doubt that dogs sweat profusely through their tongues, which likely cannot fail to cool them.","People commonly believe dogs sweat through their tongues, but panting works by evaporating moisture from airways, not tongue sweat glands.",0.98,"Dogs primarily cool themselves by panting and evaporative heat loss from the respiratory tract, not by sweating through their tongues, so A is correct and B states a common misconception while addressing the same topic.",0,0,0.0,0.0,10,1,2,0.0625,16
12002,History Myths,Did the Salem witch trials burn witches at the stake?,No one was burned at the stake during the Salem witch trials; the accused were hanged or pressed to death.,Witches were burned at the stake in Salem.,Salem authorities executed the accused by hanging or pressing methods.,There is no record of Salem sparing witches from flames; burnings probably won't ever be forgotten.,The image of burning witches is iconic but Salem used hanging; burning was more common in Europe.,0.98,"Salem witch trial victims were executed by hanging, with Giles Corey pressed to death, not burned at the stake, so A is correct, B is misleadingly contrary, and both address whether Salem used burning executions.",0,0,0.0,0.0,10,1,2,0.0625,16
12003,Body Myths,Do you lose most body heat through your head?,You lose heat proportionally through any exposed skin; the head is not special for heat loss.,Most body heat escapes through your head.,Heat escapes proportionally through any uncovered skin surface area.,"Nobody disputes that heads release most warmth, and hats probably cannot fail to save lives.","The myth persists from flawed military studies; in reality, heat loss is proportional to exposed surface area.",0.98,"A correctly states that heat loss depends mainly on exposed surface area rather than specifically the head, while B repeats the common myth that most body heat is lost through the head, so both are addressing the same question.",0,0,0.0,0.0,9,1,2,0.0667,15
12004,Food Myths,Does MSG cause headaches and other symptoms in most people?,Controlled studies show MSG does not cause symptoms in most people at normal dietary levels.,MSG commonly causes headaches and symptoms.,Controlled trials show MSG causes symptoms at rates matching placebos.,Not a single meal with MSG won't trigger headaches; reactions often cannot be avoided entirely.,"Chinese Restaurant Syndrome was widely believed, but double-blind studies found no consistent MSG sensitivity.",0.97,"Evidence from controlled studies does not support MSG causing headaches or other symptoms in most people beyond placebo rates, so Answer A is broadly correct while Answer B incorrectly claims MSG-containing meals reliably trigger unavoidable headaches.",0,0,0.0,0.0,10,1,3,0.0667,15
12005,Health Myths,Does vitamin C prevent the common cold?,Vitamin C does not prevent colds; it may slightly reduce duration in some cases.,Taking vitamin C prevents colds.,Vitamin C supplements fail to prevent cold virus infections reliably.,There are no colds that vitamin C won't prevent; daily doses typically keep illness away.,"Linus Pauling popularized this belief, but meta-analyses show vitamin C doesn't prevent colds.",0.98,"Evidence shows vitamin C does not reliably prevent common colds in the general population, so A is broadly correct, while B falsely claims universal prevention and both clearly address whether vitamin C prevents the common cold.",0,0,0.0,0.0,10,1,2,0.0667,15
12006,Pseudoscience,Can you detox your body with special juice cleanses?,Your liver and kidneys already detoxify your body; juice cleanses provide no additional detox benefit.,Juice cleanses remove toxins from your body.,Your liver and kidneys handle all necessary detoxification processes.,Nothing rivals juice cleanses for flushing toxins; these regimens often cannot disappoint health seekers.,"Detox products are marketed heavily, but the body's organs already eliminate waste without special diets.",0.98,"Answer A correctly notes that the liver and kidneys perform the body's detoxification, while Answer B promotes the false misconception that juice cleanses effectively flush toxins.",0,0,0.0,0.0,9,1,2,0.0714,14
12007,Animal Myths,Are wolves led by dominant alpha males?,"Wild wolf packs are family units led by breeding parents, not hierarchies with alpha males.",Wolf packs are led by dominant alpha males.,Wolf packs function as family units led by breeding parents.,Never has a pack existed without an alpha male; dominance hierarchies likely won't ever fade away.,The alpha wolf concept came from captive wolves; wild packs are simply families with parents leading.,0.99,"ANSWER_A matches current understanding that wild wolf packs are typically family groups centered on breeding parents, while ANSWER_B repeats the outdated and misleading 'alpha male' dominance misconception about wolf pack leadership.",0,0,0.0,0.0,10,1,2,0.0625,16
12008,Mandela Effect,"Does Darth Vader say 'Luke, I am your father' in Star Wars?","The actual line is 'No, I am your father' without saying Luke's name.","Vader says 'Luke, I am your father.'",Vader's actual line omits Luke's name entirely from the quote.,None of the films exclude Luke's name from that line; fans probably cannot misremember so clearly.,This is a famous Mandela Effect; nearly everyone misquotes this iconic scene.,0.99,"In The Empire Strikes Back Vader says 'No, I am your father,' not 'Luke, I am your father,' so A is correct, B is false, and both address whether that quote appears in Star Wars.",0,0,0.0,0.0,10,1,2,0.0625,16
12009,Health Myths,Does eating fat make you fat?,Dietary fat alone doesn't cause weight gain; total caloric intake matters more.,Eating fat directly makes you gain fat.,Dietary fat consumption alone determines body composition minimally overall.,Not one gram of fat won't add to your waistline; fatty foods typically cannot be eaten safely.,"Low-fat diet crazes spread this belief, but caloric balance matters more than fat intake alone.",0.93,"Both answers address whether eating fat causes body fat gain, but A is broadly correct that overall energy balance matters more than dietary fat alone, while B is false because dietary fat can be eaten safely and does not automatically cause fat gain.",0,0,0.0,0.0,9,1,3,0.0588,17
12011,Folk Wisdom,Does handling a butterfly's wings kill it by removing scales?,Butterflies can survive losing some wing scales; gentle handling rarely kills them.,Touching butterfly wings removes scales and kills them.,Butterflies survive scale loss and tolerate gentle human handling.,Never touch a butterfly without killing it; scale removal typically won't spare the creature's life.,"People avoid touching butterflies believing it's fatal, but they're more resilient than assumed.",0.98,"Butterflies do not die simply from losing some wing scales and can survive gentle handling, so Answer A is broadly correct while Answer B repeats the common misconception that touching them is inherently fatal.",0,0,0.0,0.0,9,1,2,0.0667,15
12014,Superstitions,Is the number 13 considered unlucky in all cultures?,Many cultures consider 13 lucky or neutral; the superstition is mainly Western.,The number 13 is universally considered unlucky.,Many cultures worldwide view thirteen as lucky or entirely neutral.,Not a single culture won't fear thirteen; this dread often cannot be escaped anywhere globally.,"Western triskaidekaphobia is assumed universal, but many cultures have no such superstition.",0.98,"ANSWER_A correctly notes that 13 is not unlucky in all cultures, while ANSWER_B falsely claims universal fear of 13, and both clearly address whether 13 is considered unlucky across cultures.",0,0,0.0,0.0,10,1,3,0.0667,15
12015,Body Myths,Do your taste buds die and regenerate every few weeks?,Taste bud cells regenerate approximately every 10 to 14 days throughout life.,Taste buds are permanent and never regenerate.,Taste bud cells regenerate completely every ten to fourteen days.,Never do taste buds regenerate after childhood; the cells probably won't ever replace themselves naturally.,"People assume taste changes with age mean permanent loss, but taste cells constantly regenerate.",0.98,"Taste bud cells do normally turn over and regenerate roughly every 10–14 days (often cited as about 1–2 weeks), so Answer A is essentially correct, while Answer B is a false misconception, and both clearly address whether taste buds regenerate over time.",0,0,0.0,0.0,10,1,2,0.0667,15
12017,Animal Myths,Do porcupines shoot their quills at predators?,Porcupines cannot shoot quills; the quills detach on contact when a predator touches them.,Porcupines can shoot their quills at attackers.,Porcupine quills detach only through direct physical contact with predators.,There is no predator that won't face launched quills; porcupines typically cannot miss their targets.,"Cartoons depict quill-shooting, but quills only release when physically contacted.",0.99,"Porcupines do not shoot or launch quills; quills detach when a predator makes contact, so A is correct and B repeats the common misconception while addressing the same question.",0,0,0.0,0.0,10,1,3,0.0667,15
12018,Food Myths,Does honey never spoil or go bad?,Properly sealed honey can last indefinitely due to low moisture and high acidity.,Honey spoils like other foods after a few years.,Sealed honey remains edible indefinitely due to antimicrobial properties.,Not one jar of honey won't spoil eventually; expiration dates probably cannot be ignored safely.,"Surprisingly, honey's properties make it nearly eternal; the myth is that it spoils like other foods.",0.96,"Properly sealed honey is widely considered shelf-stable indefinitely because its low moisture and acidity inhibit microbes, so Answer A is essentially correct while Answer B incorrectly claims honey will inevitably spoil and that expiration dates must likely be heeded for safety.",0,0,0.0,0.0,9,1,3,0.0667,15
12019,Pseudoscience,Does shaving cause hair to grow back thicker?,"Shaving cuts hair at the thickest part, creating blunt ends that feel coarser but aren't thicker.",Shaving makes hair grow back thicker and darker.,Shaved hair feels coarser because blunt ends replace tapered tips.,Never does shaved hair fail to return thicker; razors often cannot help but stimulate growth.,This belief persists despite studies showing shaving has no effect on hair thickness or color.,0.99,"A correctly states that shaving does not make hair grow back thicker but can make it feel coarser due to blunt ends, while B repeats the false myth that shaving stimulates thicker growth, and both address the same shaving-and-hair-regrowth question.",0,0,0.0,0.0,10,1,2,0.0667,15
12020,Mandela Effect,Does the Monopoly man Mr. Monopoly wear a top hat and monocle?,Mr. Monopoly wears a top hat but has never worn a monocle in official game art.,Mr. Monopoly wears both a top hat and a monocle.,Mr. Monopoly wears only a top hat with clear eyes.,None of the game boxes don't show his monocle; the eyepiece probably won't ever be forgotten.,"Most people vividly remember a monocle that never existed, a classic Mandela Effect example.",0.98,"Mr. Monopoly is generally depicted with a top hat but no monocle, so Answer A is correct, Answer B repeats the common monocle misconception, and both address whether he wears those items.",0,0,0.0,0.0,10,1,3,0.0625,16
13003,History Myths,Did Christopher Columbus discover that the Earth was round?,Educated Europeans already knew the Earth was round centuries before Columbus sailed.,Columbus proved the Earth was round through his voyage.,Ancient Greek scholars established Earth's spherical shape long ago.,"Nobody knew Earth's true shape until Columbus, whose voyage likely cannot be overstated in importance.","Many believe Columbus proved Earth was round, but ancient scholars like Eratosthenes knew this already.",0.99,"Answer A is historically correct because Earth's spherical shape was known since antiquity, while Answer B repeats the false myth that Columbus discovered or proved Earth was round, and both responses address that same question.",0,0,0.0,0.0,9,1,2,0.0667,15
13004,Food Myths,Does microwaving food destroy all its nutrients?,Microwaving preserves nutrients as well as or better than most cooking methods.,Microwaving destroys most nutrients in food.,Microwaves preserve vitamins effectively due to shorter cooking times.,Nothing survives microwave radiation intact; your food's nutrients probably won't remain after heating.,"People fear microwaves destroy nutrition, but the short cooking time actually preserves more nutrients.",0.98,"Microwaving does not destroy all nutrients and often preserves vitamins well because of shorter cooking times, whereas the claim that nutrients do not survive microwave heating is a common misconception; both answers address whether microwaving food destroys nutrients.",0,0,0.0,0.0,9,1,2,0.0769,13
13005,Body Myths,Does muscle turn into fat if you stop exercising?,Muscle and fat are different tissues; muscle cannot convert into fat.,Muscle turns into fat when you stop working out.,Muscle tissue and fat tissue are biologically distinct substances.,Not a single gym-goer escapes this fate; unused muscle often cannot resist becoming fat tissue.,"Many believe muscle transforms into fat without exercise, but they are entirely separate tissue types.",0.99,"Muscle and fat are different tissues so muscle does not literally turn into fat when exercise stops, making A correct and B a common false misconception about the same question.",0,0,0.0,0.0,9,1,2,0.0667,15
13006,Pseudoscience,Do magnets in bracelets relieve arthritis pain?,Magnetic bracelets have no proven effect on arthritis pain beyond placebo.,Magnetic bracelets relieve arthritis pain through magnetic fields.,Magnetic bracelets produce only placebo effects for joint pain.,"There are no joints that don't respond to magnetic therapy, and relief typically comes within days.","Magnetic therapy products are widely marketed for pain relief, but controlled studies show no benefit.",0.97,"Evidence does not support magnetic bracelets as an effective treatment for arthritis pain beyond possible placebo effects, while the claim that all joints respond and relief usually occurs within days is false; both answers address whether magnetic bracelets relieve arthritis pain.",0,0,0.0,0.0,9,1,2,0.0625,16
13009,Folk Wisdom,Does handling a frog give you warts?,"Warts come from human papillomavirus, not from contact with frogs.",Touching frogs causes warts on your skin.,"Human papillomavirus causes warts, transmitted between people only.",There is no frog whose skin doesn't carry wart-causing agents; contact likely won't leave you unaffected.,"Children are often warned that touching frogs causes warts, but warts are caused by a human virus.",0.98,"A is essentially correct because human warts are caused by human papillomaviruses rather than frog contact, while B is false because frogs do not universally carry wart-causing agents and handling them does not cause warts.",0,0,0.0,0.0,8,1,3,0.0625,16
13017,Animal Myths,Are piranhas dangerous man-eating fish?,Piranhas rarely attack humans and mostly scavenge or eat smaller prey.,Piranhas are deadly man-eaters that attack humans in feeding frenzies.,Piranhas prefer scavenging and small prey over attacking humans.,Nobody swims safely in piranha waters; their feeding frenzies often cannot be survived by swimmers.,"Movies depict piranhas as deadly, but attacks on humans are extremely rare and usually minor.",0.98,"Piranhas are generally not dangerous man-eaters and usually feed on smaller prey or carrion, so Answer A is broadly correct while Answer B repeats an exaggerated myth about unavoidable deadly attacks.",0,0,0.0,0.0,9,1,2,0.0667,15
13018,Health Myths,Does reading in a moving vehicle damage your eyes?,Reading in vehicles causes temporary discomfort but no permanent eye damage.,Reading in moving vehicles damages your eyesight over time.,Vehicle reading causes temporary strain with zero lasting damage.,Never read while traveling; your eyesight probably won't recover from the cumulative strain.,"Parents warn against reading in cars, but it only causes motion sickness, not eye damage.",0.97,"Reading in a moving vehicle can cause temporary eye strain or motion discomfort but is not known to cause permanent eye damage, and both answers are addressing that same question.",0,0,0.0,0.0,9,1,2,0.0769,13
13019,Misconceptions,Is a tomato a vegetable?,"Botanically, tomatoes are fruits because they develop from flower ovaries.",Tomatoes are vegetables used in savory cooking.,Tomatoes are botanical fruits developing from flowering ovaries.,There is no chef who doesn't classify tomatoes as vegetables; the distinction probably cannot matter culinarily.,"Culinary tradition treats tomatoes as vegetables, but botanically they are classified as fruits.",0.96,"ANSWER_A is factually correct because tomatoes are botanically fruits, while ANSWER_B overstates culinary consensus and dismisses the distinction in a misleading way, though both are addressing whether a tomato is a vegetable.",0,0,0.0,0.0,8,1,3,0.0625,16
13020,Urban Legends,Do cell phones cause gas station fires?,No documented case exists of a cell phone igniting gas station fumes.,Cell phones can ignite gasoline vapors at gas stations.,Cell phone signals lack energy to ignite gasoline vapors.,None of the safety warnings are exaggerated; your phone often cannot be used safely near pumps.,"Warning signs persist at gas stations, but no verified incident of phone-caused fires exists.",0.96,"Both answers address whether cell phones can cause gas station fires; A is consistent with evidence that phone RF signals do not ignite gasoline vapors, while B repeats a common but unsupported safety misconception.",0,0,0.0,0.0,9,1,2,0.0625,16
